customer_id,final_pd,top_driver,intervention_type,intervention_detail,rupee_impact,urgency,risk_band,case_summary
352326,0.0622981771624671,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,YELLOW,"This customer is flagged as YELLOW risk with a 6% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
441927,0.1072031039136302,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,YELLOW,"This customer is flagged as YELLOW risk with a 11% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Additional signal: Savings balance has declined significantly over the last 60 days, leaving very little financial buffer. Recommended action: Shift EMI due date to align with actual income arrival pattern."
267897,0.2707871908453303,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 27% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Payment dates have become increasingly erratic, suggesting reactive rather than planned cash management. Recommended action: Shift EMI due date to align with actual income arrival pattern."
199297,0.9345736434108528,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 93% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
154635,0.7671957671957671,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 77% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Payment dates have become increasingly erratic, suggesting reactive rather than planned cash management. Recommended action: Shift EMI due date to align with actual income arrival pattern."
136932,0.8648350813193494,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 86% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Savings balance has declined significantly over the last 60 days, leaving very little financial buffer. Recommended action: Shift EMI due date to align with actual income arrival pattern."
250120,0.43001443001443,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 43% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Savings balance has declined significantly over the last 60 days, leaving very little financial buffer. Recommended action: Shift EMI due date to align with actual income arrival pattern."
129730,0.9733333333333332,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 97% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Savings balance has declined significantly over the last 60 days, leaving very little financial buffer. Recommended action: Shift EMI due date to align with actual income arrival pattern."
251729,0.5072150072150072,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 51% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
420453,0.7671957671957671,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 77% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
380601,0.076329215896885,Cash Hoarding Behavior,TENURE_EXTENSION,"Extend loan tenure from 36 to 48 months. New EMI: Rs 10,417/month","Customer saves Rs 3,472/month in cash outflow immediately",HIGH,YELLOW,"This customer is flagged as YELLOW risk with a 8% probability of default. Primary driver: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Secondary factor: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: 30-day payment holiday to restore financial breathing room."
344695,1.0,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 100% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Savings balance has declined significantly over the last 60 days, leaving very little financial buffer. Recommended action: Shift EMI due date to align with actual income arrival pattern."
418094,0.0622981771624671,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,YELLOW,"This customer is flagged as YELLOW risk with a 6% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
209285,0.43001443001443,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 43% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Savings balance has declined significantly over the last 60 days, leaving very little financial buffer. Recommended action: Shift EMI due date to align with actual income arrival pattern."
268844,0.43001443001443,Cash Hoarding Behavior,TENURE_EXTENSION,"Extend loan tenure from 36 to 48 months. New EMI: Rs 10,417/month","Customer saves Rs 3,472/month in cash outflow immediately",HIGH,RED,"This customer is flagged as RED risk with a 43% probability of default. Primary driver: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Secondary factor: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: 30-day payment holiday to restore financial breathing room."
116372,0.1378707680015979,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,YELLOW,"This customer is flagged as YELLOW risk with a 14% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
411211,0.3364039039039039,Cash Hoarding Behavior,TENURE_EXTENSION,"Extend loan tenure from 36 to 48 months. New EMI: Rs 10,417/month","Customer saves Rs 3,472/month in cash outflow immediately",HIGH,RED,"This customer is flagged as RED risk with a 34% probability of default. Primary driver: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Secondary factor: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: 30-day payment holiday to restore financial breathing room."
203117,0.1374406604747162,Stress Accelerating Rapidly,RM_ESCALATION,Stress accelerating rapidly. Assign Relationship Manager immediately. Do not send automated message.,Early RM contact reduces default probability by estimated 30-40%,CRITICAL,YELLOW,"This customer is flagged as YELLOW risk with a 14% probability of default. Primary driver: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Secondary factor: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Additional signal: Payment dates have become increasingly erratic, suggesting reactive rather than planned cash management. Recommended action: Immediate RM outreach — stress accelerating beyond automated intervention."
391918,0.3022318007662835,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 30% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Additional signal: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Recommended action: Shift EMI due date to align with actual income arrival pattern."
271066,0.1374406604747162,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,YELLOW,"This customer is flagged as YELLOW risk with a 14% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
126112,0.667989417989418,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 67% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
395535,0.1374406604747162,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,YELLOW,"This customer is flagged as YELLOW risk with a 14% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
252896,0.5548340548340548,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 55% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Additional signal: Payment dates have become increasingly erratic, suggesting reactive rather than planned cash management. Recommended action: Shift EMI due date to align with actual income arrival pattern."
249638,0.8929069767441861,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 89% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
426323,0.1374406604747162,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,YELLOW,"This customer is flagged as YELLOW risk with a 14% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
411180,0.3022318007662835,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 30% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
353915,0.1374406604747162,Stress Accelerating Rapidly,RM_ESCALATION,Stress accelerating rapidly. Assign Relationship Manager immediately. Do not send automated message.,Early RM contact reduces default probability by estimated 30-40%,CRITICAL,YELLOW,"This customer is flagged as YELLOW risk with a 14% probability of default. Primary driver: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Recommended action: Immediate RM outreach — stress accelerating beyond automated intervention."
279249,0.3364039039039039,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 34% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Savings balance has declined significantly over the last 60 days, leaving very little financial buffer. Recommended action: Shift EMI due date to align with actual income arrival pattern."
107178,0.0693836755091841,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,YELLOW,"This customer is flagged as YELLOW risk with a 7% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
119479,0.667989417989418,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 67% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
108669,0.0542356929095066,Stress Accelerating Rapidly,RM_ESCALATION,Stress accelerating rapidly. Assign Relationship Manager immediately. Do not send automated message.,Early RM contact reduces default probability by estimated 30-40%,CRITICAL,YELLOW,"This customer is flagged as YELLOW risk with a 5% probability of default. Primary driver: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Recommended action: Immediate RM outreach — stress accelerating beyond automated intervention."
242854,0.772642390289449,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 77% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Savings balance has declined significantly over the last 60 days, leaving very little financial buffer. Recommended action: Shift EMI due date to align with actual income arrival pattern."
107928,0.2933429118773946,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 29% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Additional signal: Savings balance has declined significantly over the last 60 days, leaving very little financial buffer. Recommended action: Shift EMI due date to align with actual income arrival pattern."
132564,0.1378707680015979,Cash Hoarding Behavior,TENURE_EXTENSION,"Extend loan tenure from 36 to 48 months. New EMI: Rs 10,417/month","Customer saves Rs 3,472/month in cash outflow immediately",HIGH,YELLOW,"This customer is flagged as YELLOW risk with a 14% probability of default. Primary driver: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Secondary factor: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: 30-day payment holiday to restore financial breathing room."
337008,0.0829712288959744,Cash Hoarding Behavior,TENURE_EXTENSION,"Extend loan tenure from 36 to 48 months. New EMI: Rs 10,417/month","Customer saves Rs 3,472/month in cash outflow immediately",HIGH,YELLOW,"This customer is flagged as YELLOW risk with a 8% probability of default. Primary driver: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Secondary factor: Customers in the same income and employment group are also showing elevated stress, pointing to a possible external economic pressure. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: 30-day payment holiday to restore financial breathing room."
135697,0.772642390289449,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 77% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Customers in the same income and employment group are also showing elevated stress, pointing to a possible external economic pressure. Recommended action: Shift EMI due date to align with actual income arrival pattern."
308145,0.7671957671957671,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 77% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
338848,0.8929069767441861,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 89% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
344556,1.0,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 100% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Savings balance has declined significantly over the last 60 days, leaving very little financial buffer. Recommended action: Shift EMI due date to align with actual income arrival pattern."
354988,0.3966888966888967,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 40% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
164611,0.0622981771624671,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,YELLOW,"This customer is flagged as YELLOW risk with a 6% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Additional signal: Savings balance has declined significantly over the last 60 days, leaving very little financial buffer. Recommended action: Shift EMI due date to align with actual income arrival pattern."
253009,0.891795865633075,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 89% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
446191,0.1374406604747162,Cash Hoarding Behavior,TENURE_EXTENSION,"Extend loan tenure from 36 to 48 months. New EMI: Rs 10,417/month","Customer saves Rs 3,472/month in cash outflow immediately",HIGH,YELLOW,"This customer is flagged as YELLOW risk with a 14% probability of default. Primary driver: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Secondary factor: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Additional signal: Payment dates have become increasingly erratic, suggesting reactive rather than planned cash management. Recommended action: 30-day payment holiday to restore financial breathing room."
292420,0.9345736434108528,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 93% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
135798,0.3589233287248257,Cash Hoarding Behavior,TENURE_EXTENSION,"Extend loan tenure from 36 to 48 months. New EMI: Rs 10,417/month","Customer saves Rs 3,472/month in cash outflow immediately",HIGH,RED,"This customer is flagged as RED risk with a 36% probability of default. Primary driver: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Secondary factor: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: 30-day payment holiday to restore financial breathing room."
411067,0.0622981771624671,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,YELLOW,"This customer is flagged as YELLOW risk with a 6% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Savings balance has declined significantly over the last 60 days, leaving very little financial buffer. Recommended action: Shift EMI due date to align with actual income arrival pattern."
128361,0.0622981771624671,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,YELLOW,"This customer is flagged as YELLOW risk with a 6% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
415250,0.1378707680015979,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,YELLOW,"This customer is flagged as YELLOW risk with a 14% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
264297,0.3364039039039039,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 34% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
258191,0.7671957671957671,Income Arrival Irregularity,EMI_DATE_SHIFT,Shift EMI due date to 7th of month when salary credits are most consistent,Reduces missed payment risk. No change in EMI amount.,MEDIUM,RED,"This customer is flagged as RED risk with a 77% probability of default. Primary driver: Income is arriving later than this customer's own historical pattern, suggesting salary delays or irregular gig payouts. Secondary factor: ATM cash withdrawals have spiked above this customer's normal level, suggesting digital credit channels may be exhausted. Additional signal: Financial stress is accelerating rapidly compared to earlier months, not just present but getting worse quickly. Recommended action: Shift EMI due date to align with actual income arrival pattern."
